sdo,abod,hbos,iforest,knn,lof,ocsvm
0.011457637138344053,0.07675390775160829,0.2652889542401949,0.1463793978857352,0.005984138427151068,0.0016875583027245605,0.04541410500455446
0.014741811103419235,0.12414241000799571,0.2261112689802449,0.15915739001487705,0.011116324178303917,0.004853543754834971,0.02688963003271398
0.0074206015774699085,0.061242800103653024,0.2866127967808259,0.1348449990019107,0.005605878427819734,0.00043769661178121245,0.045755881461183756
0.012949289785225734,0.10510813245423713,0.246489039632175,0.17994234509248727,0.009458835392779337,0.0029289096073356253,0.041987868373795804
0.007459170427602965,0.0679996720287402,0.23072672570067304,0.1501453752113815,0.004163271394921129,0.0,0.03369970122278949
0.014311015178854917,0.1520213474144118,0.17558399716252274,0.22285081586211877,0.012371139267963512,0.0060430994531565745,0.038397109877521415
0.01533863503886309,0.18567628463158703,0.246489039632175,0.26113242310774176,0.01205798033004321,0.007130981686175403,0.046028169212223906
0.012301182525256665,0.16228637775457044,0.23072672570067304,0.19419963200692647,0.014101372156219013,0.0064623056657789404,0.03146459879807535
0.00585798606307706,0.08813078614293324,0.21679047602810886,0.11442690487023763,0.0034462894659186474,0.0,0.03606563321340726
0.009056445013192594,0.1502745040758167,0.19884103978722278,0.1770732124269715,0.00950970434279482,0.0021899824898482063,0.04466731951981846
0.006633872108736684,0.09423840535913064,0.21679047602810886,0.11541389025005944,0.003549287139563204,0.0,0.04007891996428809
0.013038995969159124,0.08938075923023298,0.21841600183751353,0.16770718938712464,0.009243765427885273,0.002328078302225587,0.05054804338668106
0.006282456027248215,0.06954307409584021,0.21115176365038235,0.10138839001648238,0.0050193516530666156,0.0,0.02887603998083261
0.00998448438688787,0.0720930483420675,0.21679047602810886,0.18153873220825992,0.005712481366469822,0.0006692075842219556,0.03743150423640573
0.009854820438059518,0.15817081446064055,0.2510450302929664,0.1838148441367642,0.007683896921734213,0.0008813671306435691,0.039308289984738995
0.01867776316905152,0.1364282584288905,0.2006671040461607,0.25005599094138425,0.014763501830082251,0.007647422677415611,0.020482033322161718
0.013502693735183114,0.16787042967566435,0.19721551397781822,0.25314138373951983,0.012360425979869872,0.004907946964236379,0.03205441835389559
0.012214985392410505,0.12329225642597226,0.2652889542401949,0.22316718054946075,0.008402646831406263,0.0026703998249905042,0.03606844594856399
0.009381446231326694,0.08951989450407853,0.25297823037703543,0.17052823967588296,0.0089632310713016,0.0017170696594626738,0.04642630416076189
0.010228972234408286,0.1387453806889707,0.18952024683508686,0.16825690602041532,0.0076356721526082355,0.0006304358721969409,0.03816341181541983
0.010340183655839427,0.08884749979797704,0.19235184904236252,0.2234354458531346,0.0071539053309234825,0.0011854090023149006,0.03717496696429419
0.015755549522644647,0.13573106888312975,0.21759328462974833,0.23245887912822188,0.012325333647432105,0.0060781796494345655,0.026588188972158044
0.006343574055329165,0.03331627336476494,0.2652889542401949,0.10649377560945045,0.003246367149909555,0.0,0.044813071617524146
0.010586107807601839,0.0843093556383973,0.2261112689802449,0.13794616326444992,0.006912156009755203,0.0008185175722919763,0.04663894610191817
0.012453835843529626,0.13317711172601174,0.24836277365660717,0.14985113394387584,0.009269142743606212,0.0023084504512433067,0.04148949812259314
0.013655691695491003,0.1679650896778567,0.2325527899596109,0.2038206638694219,0.012009104628379346,0.005177872460797,0.040328640014453965
0.00884217182662156,0.07312597125160679,0.18004112517920295,0.19059695175005723,0.00616003410185806,0.0005560239219143283,0.03688477774085646
0.008213681806272523,0.045285001839214516,0.21380054511708532,0.1655007341220902,0.00603861449380298,0.0004986627112399543,0.046727958616058
0.010936286664120366,0.10518157791449913,0.2652889542401949,0.1358450226481087,0.006975861705051118,0.0005844742714084846,0.04673485924823672
0.010861836066622986,0.11402133640483157,0.27460974719233083,0.15293152392959167,0.008486056047595388,0.0016159307938110848,0.035579071863871464
0.014835904959128302,0.09581897659148297,0.24004751865280902,0.20284166562106457,0.009816528893096104,0.003410194964762236,0.03303957126902375
0.01744546434967066,0.13379472761077935,0.21841600183751353,0.2571895075725621,0.014241566651327373,0.006557707734812481,0.03703015366396006
0.012048183121950457,0.12291082687951028,0.26335575415612583,0.18676218538885775,0.009532333768667797,0.003081035936250422,0.04760625015485147
0.013046296266801854,0.06311297094116808,0.2652889542401949,0.1989845703567246,0.007652475493840716,0.0015009045083463788,0.04717426589047694
0.009920685794528362,0.11065714147533529,0.20183097069824638,0.13041441500149317,0.0044950217538803,0.000183329427997985,0.04456686428753431
0.009904681755158483,0.12434265414403202,0.2513527045676307,0.18667243789861435,0.007921600574844312,0.0009898991789558688,0.03930088081491356
0.007424428818382374,0.06648230137165068,0.21380054511708532,0.13625920352429616,0.006576169096175733,0.0,0.03748385551755193
0.010949169499650857,0.09530696201044507,0.24004751865280902,0.20002765412937157,0.009930492475857025,0.0028167279811284274,0.0303251568194701
0.012191350563131203,0.05833446482558325,0.19799056142008906,0.12092251166432569,0.007198516831053266,0.0013749451567621402,0.032050193658214855
0.011074626343212279,0.058940611521407275,0.22245694956520407,0.15035748253422512,0.005660385330869727,0.0,0.037920112389519145
0.010013567134237894,0.09683123261327524,0.20183097069824638,0.13326078076656184,0.004409200584507315,0.0,0.04426043701821541
0.01588658995140146,0.13877201286621452,0.18567983755692957,0.2386160501818256,0.011828261182888117,0.005896266989688652,0.03975170687669956
0.012398049780828134,0.095083621055664,0.2325527899596109,0.1902296066953617,0.00806914396750314,0.0019955760009220244,0.03563033720438922
0.011924319144206285,0.09109722560572432,0.24836277365660717,0.17031447382565032,0.007430769489534975,0.001331055301380147,0.037808856167435886
0.010989157723991167,0.12778673803176793,0.24571399218990408,0.15452968591168056,0.010990720172163763,0.003302484596273777,0.03738195875393591
0.008583818023579427,0.058388427598869176,0.23072672570067304,0.11931138742916979,0.004090605757994629,0.0,0.0388638434033341
0.009496502252262489,0.07667795123778116,0.23904198070447125,0.1603051392455205,0.0070355520896932715,0.0008777987721146155,0.045038181763355015
0.016428423608444452,0.10700840337450274,0.21759328462974833,0.2125303577818622,0.009666524084867253,0.0033591638701263595,0.03751529578837475
0.01741842753614781,0.18504481272829573,0.1996160872294937,0.21885204854198254,0.0143636060364641,0.007836203292729122,0.05946617038474507
0.008195874836902225,0.05679726964814055,0.1690948064176624,0.12896097604399168,0.0049174743146325655,0.00024991160902033217,0.02951127876630561
0.01130731764465512,0.10222425443242053,0.21679047602810886,0.1864458480209041,0.007990779150920039,0.0019074322937051248,0.042563313439495445
0.010652284265565972,0.10694916501944843,0.21679047602810886,0.21590895157388765,0.008177122743428366,0.0013033357947914931,0.030886623020470162
0.013178079815635305,0.11444918621454923,0.1950006305090655,0.24444143771472782,0.009113015411738411,0.0028900138302426705,0.03142333931170627
0.012478201537198334,0.07095220350657198,0.26067349751976665,0.18638963153532556,0.007771464562824872,0.0015917251698637233,0.03239373567898678
0.009760585163435235,0.10221968306780913,0.2652889542401949,0.1464082393424879,0.00791796687017475,0.0009121841021954945,0.042005188297917516
0.0081592463159591,0.08765084194042579,0.20731135437222506,0.10828430975302797,0.004478064295414022,9.72866863236504e-5,0.027386260330845555
0.008517004456383419,0.07389385014278974,0.19799056142008906,0.16607508832500803,0.005650147551670067,0.0004160647804557459,0.03205470326552063
0.011711176938695937,0.09453177706217941,0.18303105609022655,0.1840209217449847,0.008311198336568525,0.0027346559146709816,0.02804884811707244
0.014088718402537257,0.14936029218029165,0.23417831576901554,0.1927203760252015,0.014089362040659744,0.00705026093806768,0.026851166743847334
0.014014057283574155,0.1267723924289709,0.23072672570067304,0.18390795910200797,0.011913122570611707,0.005721013558733886,0.033455656712604996
0.012952945528921175,0.10938343976832342,0.2652889542401949,0.1502729772316464,0.00893351035887539,0.0015085457897969037,0.04749293770334967
0.010203665747685515,0.10340953208862116,0.1878947210256822,0.1973677542716109,0.007731628529909153,0.001408142971703471,0.031228320731189117
0.0063000256529949505,0.049731832250784154,0.23072672570067304,0.13114892595778518,0.0019290970950194431,0.0,0.04217225453002307
0.013186012581121282,0.17253182266170208,0.21380054511708532,0.24961101812050532,0.012695014273469295,0.005013075906029582,0.036839872310832904
0.007752830875572525,0.07754868760613166,0.2119268110926532,0.13077799831742054,0.0032802769102489595,0.0,0.03835659444198318
0.013896144719761666,0.10868484558468096,0.20183097069824638,0.24279720030055052,0.010266157486186346,0.0037812893840748958,0.039202122649141836
0.011555548217834877,0.09913064841170717,0.18952024683508686,0.1907594764069304,0.009928755042584263,0.002862233905036452,0.03993856992384301
0.006706751556885271,0.10468376482866676,0.24836277365660717,0.11480520154927411,0.004040221907633864,0.0,0.03480472875450611
0.008593763128721128,0.0813898554710448,0.23891712717037938,0.15254245577648923,0.0059004428792163695,0.0,0.036333246019831796
0.005775033624896163,0.03408335741303457,0.2513527045676307,0.09976138411866703,0.001777739465193642,0.0,0.035333100065608046
0.012854511503984794,0.0929471188948318,0.19799056142008906,0.15597856975127894,0.01058844854443706,0.0037023507439402853,0.03569313368060095
0.009008796262140153,0.15397977975487964,0.26067349751976665,0.13890410740667666,0.007732480692933165,0.00045156692173063326,0.033930060351176856
0.009667631397433362,0.07974507115959084,0.246489039632175,0.13557597681010608,0.003983891959521713,0.00015228810884158837,0.038362260233561186
0.01137522972561275,0.06599376956238867,0.22956285904858736,0.12165477879064068,0.005448507620331282,0.0,0.04432031166635531
0.017688179640925988,0.2078156766766261,0.21297782790932016,0.26745262118817986,0.016067559412796167,0.008962506690094048,0.03700917838635819
0.012127280100267446,0.031930476079738306,0.18303105609022655,0.19291206534350583,0.005279937178830683,0.0006363741846188267,0.04640247939359407
0.01336496502761679,0.10899277248823526,0.1784155993697984,0.19848678007347856,0.010849312052432194,0.0034945637644311365,0.021944449676211272
0.01424475697195791,0.13560228348560635,0.2652889542401949,0.18599936862020372,0.011854009411114565,0.005192104769223795,0.042118720229559564
0.016500570593647304,0.16496828764711996,0.23904198070447125,0.2550331498934941,0.013064985657225948,0.0060256066792141105,0.04422112217156736
0.012253457898918532,0.10795480641943604,0.2261112689802449,0.20287083491341773,0.009271955743013064,0.0024619938589327756,0.03724487551932508
0.016799427541122066,0.16097856088319373,0.1996160872294937,0.2197930623700445,0.011950780560698421,0.006718884826339633,0.04860377206268755
0.008833404183418901,0.10179131717560848,0.21380054511708532,0.1616766729880588,0.00616582110561131,0.00029131557110173844,0.029357358450078315
0.014747887378374713,0.13811139940333328,0.25297823037703543,0.20945817767178654,0.010489630046393193,0.004172469143898322,0.04218850897700707
