0.15455,0.2119,1
0.21974,0.1886,1
0.18292,0.23062,1
0.20854,0.16177,1
0.15903,0.21993,1
0.17338,0.23831,1
0.23826,0.17852,1
0.23075,0.19033,1
0.157,0.18083,1
0.16063,0.21772,1
0.20788,0.26248,1
0.16008,0.23829,1
0.22418,0.16971,1
0.22394,0.1745,1
0.22875,0.21271,1
0.17807,0.17005,1
0.16183,0.19112,1
0.2312,0.19764,1
0.23348,0.22561,1
0.25218,0.23645,1
0.18504,0.15676,1
0.19925,0.23026,1
0.17199,0.18499,1
0.12816,0.14504,1
0.15748,0.22294,1
0.25174,0.19342,1
0.22036,0.14851,1
0.21116,0.1679,1
0.18402,0.15298,1
0.16999,0.1524,1
0.14823,0.15694,1
0.16722,0.16017,1
0.21171,0.14863,1
0.18639,0.23885,1
0.15727,0.18784,1
0.17413,0.22546,1
0.22936,0.21478,1
0.16997,0.19586,1
0.17394,0.18106,1
0.15395,0.17539,1
0.21392,0.22116,1
0.17358,0.15697,1
0.15424,0.24106,1
0.13275,0.19527,1
0.17678,0.23707,1
0.18924,0.23783,1
0.16458,0.21163,1
0.2206,0.23531,1
0.18934,0.23251,1
0.20606,0.1709,1
0.25409,0.086002,1
0.21757,0.24118,1
0.2584,0.20263,1
0.209,0.14755,1
0.15902,0.22008,1
0.14063,0.19723,1
0.15565,0.1603,1
0.19784,0.15145,1
0.12607,0.19282,1
0.17953,0.20978,1
0.20301,0.21993,1
0.21477,0.15127,1
0.22639,0.23104,1
0.17293,0.16393,1
0.17135,0.24833,1
0.15424,0.20128,1
0.16238,0.2284,1
0.20168,0.23128,1
0.14929,0.19189,1
0.14108,0.18155,1
0.37167,0.80788,1
0.37613,0.82045,1
0.38982,0.83779,1
0.40396,0.84152,1
0.37191,0.80942,1
0.38851,0.75509,1
0.41037,0.81524,1
0.40427,0.79642,1
0.43079,0.84828,1
0.38407,0.83079,1
0.36517,0.8201,1
0.35992,0.73886,1
0.40387,0.77211,1
0.37903,0.7755,1
0.37097,0.82191,1
0.41503,0.83261,1
0.41563,0.78493,1
0.39863,0.83691,1
0.37229,0.79906,1
0.40378,0.84688,1
0.42273,0.7857,1
0.41261,0.81276,1
0.36963,0.77551,1
0.38828,0.76763,1
0.37217,0.82276,1
0.4177,0.79692,1
0.39812,0.82974,1
0.40181,0.79317,1
0.34294,0.81486,1
0.39678,0.83644,1
0.39218,0.78627,1
0.427,0.80267,1
0.36817,0.76196,1
0.37596,0.78414,1
0.36628,0.7869,1
0.39258,0.85218,1
0.36864,0.78935,1
0.40389,0.81765,1
0.37317,0.81136,1
0.42833,0.79485,1
0.38032,0.78167,1
0.37894,0.7829,1
0.36928,0.79192,1
0.42272,0.82536,1
0.42071,0.81467,1
0.3658,0.83011,1
0.40546,0.81679,1
0.39268,0.82763,1
0.38037,0.81243,1
0.36938,0.7867,1
0.40619,0.83244,1
0.36119,0.77677,1
0.39144,0.82441,1
0.37948,0.82714,1
0.41223,0.81612,1
0.36487,0.82564,1
0.41611,0.82768,1
0.37402,0.80378,1
0.41023,0.81507,1
0.42197,0.81466,1
0.42754,0.78463,1
